###########################################################################################################################################################

                         learning rate: 6e-05,  mlp_hidden_sizes: [1024, 512], batch_size: 4, norm: True, alpha: 10, avg embeddings: False, 
                        crop: 224 resize: 256, use conv: True pretrained: None, seed: 42, angle range: 30, shift range: 32, 
                        train length: 1024, val length: 320, test length: 320, get old path: False, embeddings to use: ['rotated_embeddings', 'original_embeddings'],
                        use_cls: False, frozen layer: 0


Epoch 1/500: Training Loss: 1.8870424032211304		 Val Loss: 1.0534637451171875
	      Training MAE Angle: 0.17299669981002808		 Val MAE Angle: 0.20446345806121827
              Training MSE Angle: 0.05316721647977829		 Val MSE Angle: 0.07424468994140625
	      Training MAE Shift: 0.11113573610782623		 Val MAE Shift: 0.12050243616104125
              Training Euclidean Shift: 0.17434059083461761	 Val Euclidean Shift: 0.18831875324249267


Epoch 7/500: Training Loss: 0.235833078622818		 Val Loss: 0.7163196086883545
	      Training MAE Angle: 0.16510498523712158		 Val MAE Angle: 0.2222867488861084
              Training MSE Angle: 0.04782737419009209		 Val MSE Angle: 0.08804271817207336
	      Training MAE Shift: 0.10123205929994583		 Val MAE Shift: 0.20918500423431396
              Training Euclidean Shift: 0.15917718410491943	 Val Euclidean Shift: 0.3224369525909424


Epoch 8/500: Training Loss: 0.18667590618133545		 Val Loss: 0.16293143033981322
	      Training MAE Angle: 0.14695677161216736		 Val MAE Angle: 0.1411302089691162
              Training MSE Angle: 0.041124969720840454		 Val MSE Angle: 0.03879033029079437
	      Training MAE Shift: 0.09126874804496765		 Val MAE Shift: 0.07794033288955689
              Training Euclidean Shift: 0.14384563267230988	 Val Euclidean Shift: 0.12252765893936157


Epoch 9/500: Training Loss: 0.16450807452201843		 Val Loss: 0.10775847434997558
	      Training MAE Angle: 0.1383662074804306		 Val MAE Angle: 0.12110662460327148
              Training MSE Angle: 0.03807590529322624		 Val MSE Angle: 0.028978759050369264
	      Training MAE Shift: 0.08274469524621964		 Val MAE Shift: 0.061747622489929196
              Training Euclidean Shift: 0.1305541843175888	 Val Euclidean Shift: 0.0957205832004547


Epoch 10/500: Training Loss: 0.1419437676668167		 Val Loss: 0.12361979484558105
	      Training MAE Angle: 0.12317705154418945		 Val MAE Angle: 0.11680392026901246
              Training MSE Angle: 0.02782837115228176		 Val MSE Angle: 0.030372783541679382
	      Training MAE Shift: 0.07994846254587173		 Val MAE Shift: 0.06822654008865356
              Training Euclidean Shift: 0.12556278705596924	 Val Euclidean Shift: 0.10850342512130737


Epoch 11/500: Training Loss: 0.16964136064052582		 Val Loss: 0.21560442447662354
	      Training MAE Angle: 0.11821875721216202		 Val MAE Angle: 0.12085378170013428
              Training MSE Angle: 0.027220068499445915		 Val MSE Angle: 0.028462088108062743
	      Training MAE Shift: 0.0860392153263092		 Val MAE Shift: 0.09472335577011108
              Training Euclidean Shift: 0.13538680970668793	 Val Euclidean Shift: 0.14870566129684448


Epoch 12/500: Training Loss: 0.1514388620853424		 Val Loss: 0.17507416009902954
	      Training MAE Angle: 0.11765152961015701		 Val MAE Angle: 0.11549715995788574
              Training MSE Angle: 0.026504259556531906		 Val MSE Angle: 0.02895105481147766
	      Training MAE Shift: 0.08349433541297913		 Val MAE Shift: 0.09557528495788574
              Training Euclidean Shift: 0.13206709921360016	 Val Euclidean Shift: 0.14957693815231324


Epoch 13/500: Training Loss: 0.12090743333101273		 Val Loss: 0.1256065011024475
	      Training MAE Angle: 0.1042141243815422		 Val MAE Angle: 0.10950576066970825
              Training MSE Angle: 0.020407551899552345		 Val MSE Angle: 0.024829044938087463
	      Training MAE Shift: 0.07493133842945099		 Val MAE Shift: 0.06216244101524353
              Training Euclidean Shift: 0.11838211864233017	 Val Euclidean Shift: 0.09868274331092834


Epoch 14/500: Training Loss: 0.18326759338378906		 Val Loss: 0.16439361572265626
	      Training MAE Angle: 0.11138974875211716		 Val MAE Angle: 0.12085219621658325
              Training MSE Angle: 0.025861557573080063		 Val MSE Angle: 0.028338292241096498
	      Training MAE Shift: 0.09142529964447021		 Val MAE Shift: 0.08356448411941528
              Training Euclidean Shift: 0.14419350028038025	 Val Euclidean Shift: 0.1318210244178772


Epoch 15/500: Training Loss: 0.10333456099033356		 Val Loss: 0.12916654348373413
	      Training MAE Angle: 0.09235841035842896		 Val MAE Angle: 0.09957218766212464
              Training MSE Angle: 0.017937863245606422		 Val MSE Angle: 0.02178347110748291
	      Training MAE Shift: 0.06786143779754639		 Val MAE Shift: 0.07123530507087708
              Training Euclidean Shift: 0.10669464617967606	 Val Euclidean Shift: 0.11369040012359619


