###########################################################################################################################################################

learning rate vit: 2e-05, learning rate mlp: 2e-05, mlp_hidden_sizes: [512, 256], jump_frames: 6, use_reconstruction_layer: True
batch_size: 1, train_seqeunces: [0, 2], val_sequences: [1, 3, 4], RealEstate: True, batchnorm & dropout: False, 
average embeddings: True, model: openai/clip-vit-base-patch32, augmentation: False, 
predict pose: False, SVD coeff: 0, RE1 coeff: 0 SED coeff: 0.1, ALG_COEFF: 0, unforzen layers: 0, group conv: False
Dataset: 

algebraic_truth: 0.024610555119451448     RE1_truth: 0.08155529509556976       SED_truth: 0.3351620913602182
val_algebraic_truth: 0.014488977800335801   val_RE1_truth: 0.13056560315583882    val_SED_truth: 0.5419180458470395

Epoch 1/70: Training Loss: 9.127864081428966   Val Loss: 4.542342722039474
            Training MAE: 0.3456580936908722  Val MAE: 0.35965651273727417
            Algebraic dist: 42065.612334801765  Val algebraic dist: 125653.74877192982
            RE1 dist: 2.149730396690873        Val RE1 dist: 6.147664473684211
            SED dist: 8.625445798630231        Val SED dist: 24.6598711622807
            Training MAE T: 0.38374432921409607  Val MAE T: 0.37236979603767395
            Algebraic dist T: 42496.73127753304  Val algebraic dist T: 125798.29894736841
            RE1 dist T: 2.166810695295292        Val RE1 dist T: 6.162556195175439
            SED dist T: 8.694474140452918        Val SED dist T: 24.722615131578948

Epoch 4/70: Training Loss: 1.6633408332186124   Val Loss: 5.432105948464912
            Training MAE: 0.3402618169784546  Val MAE: 0.35472431778907776
            Algebraic dist: 22518.29074889868  Val algebraic dist: 78011.96350877194
            RE1 dist: 1.5282545719902947        Val RE1 dist: 6.219153645833333
            SED dist: 6.133872414475496        Val SED dist: 24.941954495614034
            Training MAE T: 0.37220731377601624  Val MAE T: 0.3604089915752411
            Algebraic dist T: 22583.79074889868  Val algebraic dist T: 77899.7501754386
            RE1 dist T: 1.5365415060572687        Val RE1 dist T: 6.214075520833333
            SED dist T: 6.167405720849394        Val SED dist T: 24.92238486842105

Epoch 5/70: Training Loss: 1.3667992411205947   Val Loss: 5.174041940789474
            Training MAE: 0.34174081683158875  Val MAE: 0.3524610996246338
            Algebraic dist: 10254.947136563876  Val algebraic dist: 36792.70175438596
            RE1 dist: 1.1755665514437639        Val RE1 dist: 5.902400630482457
            SED dist: 4.71917751497109        Val SED dist: 23.681367872807016
            Training MAE T: 0.33583885431289673  Val MAE T: 0.32970625162124634
            Algebraic dist T: 10152.528634361233  Val algebraic dist T: 36609.156491228074
            RE1 dist T: 1.1755759621506745        Val RE1 dist T: 5.8973382675438595
            SED dist T: 4.719609331979625        Val SED dist T: 23.663538925438598

Epoch 6/70: Training Loss: 1.111753556171703   Val Loss: 5.24877501370614
            Training MAE: 0.33473309874534607  Val MAE: 0.34045687317848206
            Algebraic dist: 3205.3967511013216  Val algebraic dist: 26057.06105263158
            RE1 dist: 0.8793135991705672        Val RE1 dist: 6.0137822094298246
            SED dist: 3.5295856492634914        Val SED dist: 24.137944078947367
            Training MAE T: 0.29349032044410706  Val MAE T: 0.32315775752067566
            Algebraic dist T: 3224.0638766519824  Val algebraic dist T: 25880.35087719298
            RE1 dist T: 0.8824815119940804        Val RE1 dist T: 6.007495202850877
            SED dist T: 3.5424049142173732        Val SED dist T: 24.114237938596492

Epoch 7/70: Training Loss: 0.9552000608738298   Val Loss: 5.410679139254386
            Training MAE: 0.30604204535484314  Val MAE: 0.3342846930027008
            Algebraic dist: 1992.52422907489  Val algebraic dist: 29229.771228070174
            RE1 dist: 0.7185329487670361        Val RE1 dist: 6.207351288377193
            SED dist: 2.884360157970815        Val SED dist: 24.918958333333332
            Training MAE T: 0.28354039788246155  Val MAE T: 0.32515251636505127
            Algebraic dist T: 2000.484306167401  Val algebraic dist T: 29107.312280701753
            RE1 dist T: 0.7190424041075854        Val RE1 dist T: 6.2186108826754385
            SED dist T: 2.886393677295567        Val SED dist T: 24.966126644736843

Epoch 8/70: Training Loss: 0.8717024210791231   Val Loss: 5.742771381578947
            Training MAE: 0.28143951296806335  Val MAE: 0.32278963923454285
            Algebraic dist: 1611.417813876652  Val algebraic dist: 22259.50035087719
            RE1 dist: 0.6430644568892827        Val RE1 dist: 6.625753837719298
            SED dist: 2.5820444249896752        Val SED dist: 26.60654331140351
            Training MAE T: 0.2799619734287262  Val MAE T: 0.32141539454460144
            Algebraic dist T: 1614.9636563876652  Val algebraic dist T: 22058.284912280702
            RE1 dist T: 0.6437762424284141        Val RE1 dist T: 6.631522752192982
            SED dist T: 2.5851244149229076        Val SED dist T: 26.631614583333334

Epoch 9/70: Training Loss: 0.7778871511047633   Val Loss: 5.635723684210526
            Training MAE: 0.26422351598739624  Val MAE: 0.32055726647377014
            Algebraic dist: 1160.6254129955946  Val algebraic dist: 18308.89403508772
            RE1 dist: 0.5472943142122109        Val RE1 dist: 6.48983826754386
            SED dist: 2.196752069280011        Val SED dist: 26.056145833333332
            Training MAE T: 0.27458468079566956  Val MAE T: 0.31575387716293335
            Algebraic dist T: 1160.5633259911895  Val algebraic dist T: 18003.40350877193
            RE1 dist T: 0.5450240147796497        Val RE1 dist T: 6.471698876096491
            SED dist T: 2.187492202557131        Val SED dist T: 25.985208333333333

Epoch 10/70: Training Loss: 0.7436538897947068   Val Loss: 5.347922491776316
            Training MAE: 0.25526824593544006  Val MAE: 0.3162238299846649
            Algebraic dist: 968.6188738986784  Val algebraic dist: 18556.35789473684
            RE1 dist: 0.5118591375813085        Val RE1 dist: 6.128880208333333
            SED dist: 2.054686424490639        Val SED dist: 24.61220942982456
            Training MAE T: 0.2741592824459076  Val MAE T: 0.3175130784511566
            Algebraic dist T: 961.5797769823788  Val algebraic dist T: 18431.988771929824
            RE1 dist T: 0.510075102818695        Val RE1 dist T: 6.144551809210526
            SED dist T: 2.047494896708081        Val SED dist T: 24.67675986842105

Epoch 11/70: Training Loss: 0.6860425503768585   Val Loss: 6.606803728070175
            Training MAE: 0.24792534112930298  Val MAE: 0.30491480231285095
            Algebraic dist: 636.2977698237886  Val algebraic dist: 11935.772631578948
            RE1 dist: 0.4449374833296049        Val RE1 dist: 7.710882675438596
            SED dist: 1.7866180016605864        Val SED dist: 31.00062774122807
            Training MAE T: 0.26983094215393066  Val MAE T: 0.302554726600647
            Algebraic dist T: 634.0892758810572  Val algebraic dist T: 11862.074385964912
            RE1 dist T: 0.44890002952273195        Val RE1 dist T: 7.67389802631579
            SED dist T: 1.8031332545343475        Val SED dist T: 30.85388157894737

Epoch 12/70: Training Loss: 0.6400298400072274   Val Loss: 5.081353481359649
            Training MAE: 0.24385158717632294  Val MAE: 0.30329641699790955
            Algebraic dist: 512.474841685022  Val algebraic dist: 12081.692631578948
            RE1 dist: 0.3923157679351941        Val RE1 dist: 5.808121573464912
            SED dist: 1.5746560789940116        Val SED dist: 23.321765350877193
            Training MAE T: 0.2686839699745178  Val MAE T: 0.31260329484939575
            Algebraic dist T: 509.13226183920705  Val algebraic dist T: 11955.25052631579
            RE1 dist T: 0.3924727923019342        Val RE1 dist T: 5.793059895833333
            SED dist T: 1.5751662737472467        Val SED dist T: 23.261839364035087

Epoch 13/70: Training Loss: 0.6108837379758053   Val Loss: 5.903155838815789
            Training MAE: 0.23990780115127563  Val MAE: 0.3056788146495819
            Algebraic dist: 408.2377822136564  Val algebraic dist: 9056.846315789473
            RE1 dist: 0.3580557869394445        Val RE1 dist: 6.7983737664473685
            SED dist: 1.4368326464413546        Val SED dist: 27.31371710526316
            Training MAE T: 0.26724088191986084  Val MAE T: 0.30712729692459106
            Algebraic dist T: 410.5175523127753  Val algebraic dist T: 9087.63649122807
            RE1 dist T: 0.36064776450001723        Val RE1 dist T: 6.808383360745614
            SED dist T: 1.447426010333494        Val SED dist T: 27.355600328947368

Epoch 14/70: Training Loss: 0.5991424694985545   Val Loss: 5.565941954495614
            Training MAE: 0.2353738248348236  Val MAE: 0.3042687773704529
            Algebraic dist: 344.9931167400881  Val algebraic dist: 9723.009122807018
            RE1 dist: 0.34691471990509704        Val RE1 dist: 6.384202302631579
            SED dist: 1.3923315644789371        Val SED dist: 25.64158442982456
            Training MAE T: 0.26731330156326294  Val MAE T: 0.31613388657569885
            Algebraic dist T: 348.5513835352423  Val algebraic dist T: 9754.359298245614
            RE1 dist T: 0.3472688313622832        Val RE1 dist T: 6.3761054002192985
            SED dist T: 1.3939791103816768        Val SED dist T: 25.610285087719298

Epoch 15/70: Training Loss: 0.5727637874922563   Val Loss: 5.4530187774122805
            Training MAE: 0.2333391010761261  Val MAE: 0.3015076816082001
            Algebraic dist: 284.46639248348015  Val algebraic dist: 10851.623859649122
            RE1 dist: 0.31572336877495183        Val RE1 dist: 6.252574698464913
            SED dist: 1.2671589452264593        Val SED dist: 25.102870065789475
            Training MAE T: 0.26589253544807434  Val MAE T: 0.31888502836227417
            Algebraic dist T: 281.87993873898677  Val algebraic dist T: 10775.990175438597
            RE1 dist T: 0.31726306125456016        Val RE1 dist T: 6.247985882675438
            SED dist T: 1.273475008388973        Val SED dist T: 25.085978618421052

Epoch 16/70: Training Loss: 0.5722162860080534   Val Loss: 5.291465186403509
            Training MAE: 0.2302466481924057  Val MAE: 0.2971563935279846
            Algebraic dist: 257.90643928964755  Val algebraic dist: 6706.871578947368
            RE1 dist: 0.3179932312818351        Val RE1 dist: 6.042958470394737
            SED dist: 1.2764611601304379        Val SED dist: 24.270597587719298
            Training MAE T: 0.26591262221336365  Val MAE T: 0.30450716614723206
            Algebraic dist T: 254.58566216960352  Val algebraic dist T: 6652.752280701754
            RE1 dist T: 0.3176055101571104        Val RE1 dist T: 6.036714638157894
            SED dist T: 1.2751010441044879        Val SED dist T: 24.24746436403509

Epoch 17/70: Training Loss: 0.5367445420588691   Val Loss: 5.2280098684210525
            Training MAE: 0.2283215969800949  Val MAE: 0.2974657714366913
            Algebraic dist: 207.87217786343612  Val algebraic dist: 10493.514385964912
            RE1 dist: 0.2755182577124776        Val RE1 dist: 5.984471628289474
            SED dist: 1.1058051827720607        Val SED dist: 24.02533168859649
            Training MAE T: 0.2651462256908417  Val MAE T: 0.3188461363315582
            Algebraic dist T: 205.80568557268722  Val algebraic dist T: 10510.931228070176
            RE1 dist T: 0.2764880310596348        Val RE1 dist T: 5.969034402412281
            SED dist T: 1.1097989523463312        Val SED dist T: 23.963064692982456

Epoch 18/70: Training Loss: 0.5413671821224532   Val Loss: 5.376733826754386
            Training MAE: 0.22599683701992035  Val MAE: 0.2869721055030823
            Algebraic dist: 196.17006814427313  Val algebraic dist: 6986.5284210526315
            RE1 dist: 0.2831831944671496        Val RE1 dist: 6.175119243421053
            SED dist: 1.137147743796462        Val SED dist: 24.78027138157895
            Training MAE T: 0.2652222216129303  Val MAE T: 0.3106999099254608
            Algebraic dist T: 192.3257502753304  Val algebraic dist T: 7008.739649122807
            RE1 dist T: 0.2839897928784072        Val RE1 dist T: 6.165200109649123
            SED dist T: 1.1406631805823237        Val SED dist T: 24.741954495614035

Epoch 19/70: Training Loss: 0.518678875221555   Val Loss: 5.971064281798245
            Training MAE: 0.2232147604227066  Val MAE: 0.29053646326065063
            Algebraic dist: 173.72165817731278  Val algebraic dist: 6712.504561403509
            RE1 dist: 0.25899312359646026        Val RE1 dist: 6.906866776315789
            SED dist: 1.039773949442456        Val SED dist: 27.731844846491228
            Training MAE T: 0.2648417353630066  Val MAE T: 0.30929768085479736
            Algebraic dist T: 170.30933370044053  Val algebraic dist T: 6697.630175438597
            RE1 dist T: 0.2584852983247866        Val RE1 dist T: 6.878753426535088
            SED dist T: 1.0377727626178759        Val SED dist T: 27.620827850877195

Epoch 20/70: Training Loss: 0.5129167665994114   Val Loss: 5.962523985745614
            Training MAE: 0.2215593159198761  Val MAE: 0.28486931324005127
            Algebraic dist: 153.58127409140968  Val algebraic dist: 6521.623157894737
            RE1 dist: 0.2537606193105555        Val RE1 dist: 6.905378974780702
            SED dist: 1.0186508783684953        Val SED dist: 27.721995614035087
            Training MAE T: 0.2638939619064331  Val MAE T: 0.3066282570362091
            Algebraic dist T: 149.06396269273128  Val algebraic dist T: 6460.4343859649125
            RE1 dist T: 0.25428114903655874        Val RE1 dist T: 6.889111156798245
            SED dist T: 1.0207462394815185        Val SED dist T: 27.660134320175437

Epoch 21/70: Training Loss: 0.5080923004822584   Val Loss: 5.262850191885965
            Training MAE: 0.22029618918895721  Val MAE: 0.29095572233200073
            Algebraic dist: 141.89873003854626  Val algebraic dist: 7570.124912280702
            RE1 dist: 0.25040213967209873        Val RE1 dist: 6.017171052631579
            SED dist: 1.0051547147103868        Val SED dist: 24.16310307017544
            Training MAE T: 0.2631896734237671  Val MAE T: 0.31646955013275146
            Algebraic dist T: 137.09382743667402  Val algebraic dist T: 7500.96
            RE1 dist T: 0.25025237499354697        Val RE1 dist T: 5.994702576754386
            SED dist T: 1.0047358038141865        Val SED dist T: 24.074399671052632

Epoch 22/70: Training Loss: 0.4955321324554309   Val Loss: 5.805586622807017
            Training MAE: 0.21871726214885712  Val MAE: 0.29228898882865906
            Algebraic dist: 129.29682337555067  Val algebraic dist: 6074.927719298245
            RE1 dist: 0.23801099466332254        Val RE1 dist: 6.685587308114035
            SED dist: 0.9554058192585009        Val SED dist: 26.854512061403508
            Training MAE T: 0.26237204670906067  Val MAE T: 0.3136289417743683
            Algebraic dist T: 123.48562259085904  Val algebraic dist T: 6127.089122807018
            RE1 dist T: 0.2369518700150141        Val RE1 dist T: 6.649773848684211
            SED dist T: 0.9512117360657008        Val SED dist T: 26.71328399122807

Epoch 23/70: Training Loss: 0.4940947478038099   Val Loss: 5.764639528508772
            Training MAE: 0.21805088222026825  Val MAE: 0.2908010482788086
            Algebraic dist: 122.48694761839207  Val algebraic dist: 4817.924561403509
            RE1 dist: 0.23608490864085732        Val RE1 dist: 6.637902275219298
            SED dist: 0.9477475876325028        Val SED dist: 26.65655975877193
            Training MAE T: 0.2616978883743286  Val MAE T: 0.29405075311660767
            Algebraic dist T: 118.10971916299559  Val algebraic dist T: 4949.8375438596495
            RE1 dist T: 0.2369595330192129        Val RE1 dist T: 6.633265487938597
            SED dist T: 0.9512908532230865        Val SED dist T: 26.638048245614034

Epoch 24/70: Training Loss: 0.4919834557083735   Val Loss: 5.821589912280702
            Training MAE: 0.21661584079265594  Val MAE: 0.28579866886138916
            Algebraic dist: 112.56822170980176  Val algebraic dist: 4809.094035087719
            RE1 dist: 0.23742312796840584        Val RE1 dist: 6.728103755482456
            SED dist: 0.9531678859357792        Val SED dist: 27.01903234649123
            Training MAE T: 0.26042497158050537  Val MAE T: 0.2932322919368744
            Algebraic dist T: 105.93589964207048  Val algebraic dist T: 4642.911228070176
            RE1 dist T: 0.23763718794095884        Val RE1 dist T: 6.709468887061403
            SED dist T: 0.9541307356914235        Val SED dist T: 26.945230263157896

Epoch 25/70: Training Loss: 0.4797687614541747   Val Loss: 6.022174479166667
            Training MAE: 0.21588894724845886  Val MAE: 0.2877591550350189
            Algebraic dist: 107.61692077367842  Val algebraic dist: 5185.201754385965
            RE1 dist: 0.22434787498171635        Val RE1 dist: 6.957239583333333
            SED dist: 0.9006996995026845        Val SED dist: 27.932357456140352
            Training MAE T: 0.25950583815574646  Val MAE T: 0.30128446221351624
            Algebraic dist T: 99.91830430892071  Val algebraic dist T: 5272.909122807017
            RE1 dist T: 0.22435493301189943        Val RE1 dist T: 6.955078125
            SED dist T: 0.9007741785259499        Val SED dist T: 27.923544407894738

Epoch 26/70: Training Loss: 0.47239688419560505   Val Loss: 5.356334292763158
            Training MAE: 0.21481479704380035  Val MAE: 0.2818281352519989
            Algebraic dist: 100.38818144273128  Val algebraic dist: 4427.49298245614
            RE1 dist: 0.21783916120487162        Val RE1 dist: 6.152108689692983
            SED dist: 0.8746177908607516        Val SED dist: 24.70793585526316
            Training MAE T: 0.2585051953792572  Val MAE T: 0.2960387170314789
            Algebraic dist T: 90.76441182544053  Val algebraic dist T: 4569.279649122807
            RE1 dist T: 0.21710460511598292        Val RE1 dist T: 6.14215117872807
            SED dist T: 0.8716881033607516        Val SED dist T: 24.67027412280702

Epoch 27/70: Training Loss: 0.4739189988190907   Val Loss: 5.936637198464912
            Training MAE: 0.21410806477069855  Val MAE: 0.2879026532173157
            Algebraic dist: 94.30216650605728  Val algebraic dist: 3739.222807017544
            RE1 dist: 0.22164653156297323        Val RE1 dist: 6.853613623903509
            SED dist: 0.8900113546900812        Val SED dist: 27.528223684210527
            Training MAE T: 0.2573434114456177  Val MAE T: 0.2947915494441986
            Algebraic dist T: 84.08701300936123  Val algebraic dist T: 3714.3859649122805
            RE1 dist T: 0.22207033266580053        Val RE1 dist T: 6.830239172149123
            SED dist T: 0.8918432160096021        Val SED dist T: 27.4362225877193

Epoch 28/70: Training Loss: 0.4633899638306202   Val Loss: 5.386757127192983
            Training MAE: 0.2132408767938614  Val MAE: 0.293363094329834
            Algebraic dist: 88.60804136839207  Val algebraic dist: 4061.633684210526
            RE1 dist: 0.2105168245962538        Val RE1 dist: 6.1827563048245615
            SED dist: 0.8451578417538547        Val SED dist: 24.819887609649122
            Training MAE T: 0.2563639283180237  Val MAE T: 0.2903924882411957
            Algebraic dist T: 79.21389730176212  Val algebraic dist T: 4252.68350877193
            RE1 dist T: 0.21222143971447377        Val RE1 dist T: 6.151633086622807
            SED dist T: 0.8520134745190322        Val SED dist T: 24.696491228070176

Epoch 29/70: Training Loss: 0.45575707389394615   Val Loss: 5.496110882675438
            Training MAE: 0.21239234507083893  Val MAE: 0.2897639274597168
            Algebraic dist: 80.46138491189427  Val algebraic dist: 3370.8140350877193
            RE1 dist: 0.20450094617936054        Val RE1 dist: 6.3032483552631575
            SED dist: 0.821133785835972        Val SED dist: 25.31828399122807
            Training MAE T: 0.25551098585128784  Val MAE T: 0.2871851623058319
            Algebraic dist T: 68.62230262252203  Val algebraic dist T: 3349.2880701754384
            RE1 dist T: 0.20496882636116465        Val RE1 dist T: 6.305696271929825
            SED dist T: 0.8229714952376446        Val SED dist T: 25.328678728070177

Epoch 30/70: Training Loss: 0.4554542171797563   Val Loss: 5.6072005208333335
            Training MAE: 0.21211524307727814  Val MAE: 0.28758546710014343
            Algebraic dist: 81.78951851596916  Val algebraic dist: 3647.965964912281
            RE1 dist: 0.20553195634077298        Val RE1 dist: 6.449980811403509
            SED dist: 0.8251693658366602        Val SED dist: 25.92109375
            Training MAE T: 0.2544648051261902  Val MAE T: 0.29126065969467163
            Algebraic dist T: 67.60995577505507  Val algebraic dist T: 3829.1663157894736
            RE1 dist T: 0.2070450803781921        Val RE1 dist T: 6.426625548245614
            SED dist T: 0.8313001725117015        Val SED dist T: 25.829177631578947

Epoch 31/70: Training Loss: 0.4544665298798011   Val Loss: 5.346138637609649
            Training MAE: 0.211774542927742  Val MAE: 0.2855880856513977
            Algebraic dist: 77.91302140693833  Val algebraic dist: 3928.7845614035086
            RE1 dist: 0.20687047815532936        Val RE1 dist: 6.122861842105263
            SED dist: 0.83055766773644        Val SED dist: 24.598656798245614
            Training MAE T: 0.25364887714385986  Val MAE T: 0.28841349482536316
            Algebraic dist T: 64.81332168915198  Val algebraic dist T: 4217.724210526316
            RE1 dist T: 0.2063311606251721        Val RE1 dist T: 6.128142817982456
            SED dist T: 0.8284881188480865        Val SED dist T: 24.620263157894737

Epoch 32/70: Training Loss: 0.4406357147620113   Val Loss: 5.041438459429824
            Training MAE: 0.21087825298309326  Val MAE: 0.28688839077949524
            Algebraic dist: 71.32700216822687  Val algebraic dist: 3398.21649122807
            RE1 dist: 0.1913042614638543        Val RE1 dist: 5.746520353618421
            SED dist: 0.7681878715884843        Val SED dist: 23.079901315789474
            Training MAE T: 0.25280267000198364  Val MAE T: 0.28498539328575134
            Algebraic dist T: 56.90930444658591  Val algebraic dist T: 3456.899298245614
            RE1 dist T: 0.19307710420717752        Val RE1 dist T: 5.739267406798246
            SED dist T: 0.7753461258001789        Val SED dist T: 23.05266173245614

Epoch 33/70: Training Loss: 0.44943919580938535   Val Loss: 5.780966968201755
            Training MAE: 0.2103700041770935  Val MAE: 0.2870110273361206
            Algebraic dist: 76.65531215583701  Val algebraic dist: 3501.3168421052633
            RE1 dist: 0.20498437083240123        Val RE1 dist: 6.688404605263158
            SED dist: 0.8229833258406181        Val SED dist: 26.853530701754387
            Training MAE T: 0.251962274312973  Val MAE T: 0.2918022871017456
            Algebraic dist T: 59.87219076954846  Val algebraic dist T: 3549.607368421053
            RE1 dist T: 0.20556086065485615        Val RE1 dist T: 6.62402617872807
            SED dist T: 0.8253246425006884        Val SED dist T: 26.597116228070174

Epoch 34/70: Training Loss: 0.4363806636322963   Val Loss: 5.923577987938597
            Training MAE: 0.20979808270931244  Val MAE: 0.2857930362224579
            Algebraic dist: 67.6115389248348  Val algebraic dist: 3416.4638596491227
            RE1 dist: 0.18993125613040335        Val RE1 dist: 6.843802768640351
            SED dist: 0.7626182119226665        Val SED dist: 27.48222587719298
            Training MAE T: 0.25112029910087585  Val MAE T: 0.2957710325717926
            Algebraic dist T: 51.72813704570485  Val algebraic dist T: 3350.5663157894737
            RE1 dist T: 0.19222837607766038        Val RE1 dist T: 6.8192523300438594
            SED dist T: 0.7718814396123004        Val SED dist T: 27.383001644736844

Epoch 35/70: Training Loss: 0.4343532948767036   Val Loss: 5.537115200109649
            Training MAE: 0.2096760869026184  Val MAE: 0.2884509861469269
            Algebraic dist: 67.43018653634361  Val algebraic dist: 3037.406315789474
            RE1 dist: 0.18956884308533523        Val RE1 dist: 6.361951754385965
            SED dist: 0.7613296844885737        Val SED dist: 25.54894462719298
            Training MAE T: 0.25028663873672485  Val MAE T: 0.28696298599243164
            Algebraic dist T: 50.999436433094715  Val algebraic dist T: 3141.2
            RE1 dist T: 0.19036883719692146        Val RE1 dist T: 6.347060032894737
            SED dist T: 0.7645511711221434        Val SED dist T: 25.489629934210527

Epoch 36/70: Training Loss: 0.434842786074735   Val Loss: 5.304341762609649
            Training MAE: 0.2092190682888031  Val MAE: 0.28650689125061035
            Algebraic dist: 66.03143068557269  Val algebraic dist: 2468.2912280701753
            RE1 dist: 0.19069559038473122        Val RE1 dist: 6.064634731359649
            SED dist: 0.7657391384309609        Val SED dist: 24.369728618421053
            Training MAE T: 0.24967986345291138  Val MAE T: 0.27986153960227966
            Algebraic dist T: 48.81185039234582  Val algebraic dist T: 2415.9826315789473
            RE1 dist T: 0.19283689591327952        Val RE1 dist T: 6.073511513157895
            SED dist T: 0.7744195744854763        Val SED dist T: 24.40390076754386

Epoch 37/70: Training Loss: 0.42776405233643655   Val Loss: 5.658315172697368
            Training MAE: 0.20847956836223602  Val MAE: 0.28612878918647766
            Algebraic dist: 61.62090876238987  Val algebraic dist: 2546.2568421052633
            RE1 dist: 0.18470290263843955        Val RE1 dist: 6.502234100877193
            SED dist: 0.7419531733979212        Val SED dist: 26.115370065789474
            Training MAE T: 0.24888427555561066  Val MAE T: 0.2878997027873993
            Algebraic dist T: 46.63929136839207  Val algebraic dist T: 2609.8135087719297
            RE1 dist T: 0.18667654634047184        Val RE1 dist T: 6.499806058114035
            SED dist T: 0.7499829935082255        Val SED dist T: 26.10829495614035

Epoch 38/70: Training Loss: 0.4280341060151088   Val Loss: 6.080111705043859
            Training MAE: 0.20847873389720917  Val MAE: 0.28590941429138184
            Algebraic dist: 64.84335851459251  Val algebraic dist: 2832.738245614035
            RE1 dist: 0.18790108096757124        Val RE1 dist: 7.029273574561404
            SED dist: 0.7545961892552313        Val SED dist: 28.24218475877193
            Training MAE T: 0.24807274341583252  Val MAE T: 0.28876298666000366
            Algebraic dist T: 45.39420859719163  Val algebraic dist T: 2942.222456140351
            RE1 dist T: 0.18902283723133775        Val RE1 dist T: 7.022398574561404
            SED dist T: 0.7592265931520168        Val SED dist T: 28.21512609649123

Epoch 39/70: Training Loss: 0.4223700704028428   Val Loss: 5.224225945723684
            Training MAE: 0.20769265294075012  Val MAE: 0.2857745289802551
            Algebraic dist: 61.64806322274229  Val algebraic dist: 3042.1691228070176
            RE1 dist: 0.18335182761305754        Val RE1 dist: 5.9760958059210525
            SED dist: 0.7364999376204571        Val SED dist: 23.98811129385965
            Training MAE T: 0.24710124731063843  Val MAE T: 0.2843814194202423
            Algebraic dist T: 43.02962382984582  Val algebraic dist T: 2935.3012280701755
            RE1 dist T: 0.18488222701959148        Val RE1 dist T: 5.991469983552632
            SED dist T: 0.7426527922374037        Val SED dist T: 24.05155427631579

Epoch 40/70: Training Loss: 0.41596396694099325   Val Loss: 5.7921292489035086
            Training MAE: 0.20749875903129578  Val MAE: 0.28682729601860046
            Algebraic dist: 60.61172391244494  Val algebraic dist: 3140.7136842105265
            RE1 dist: 0.17721014821056752        Val RE1 dist: 6.681726288377193
            SED dist: 0.711757105352595        Val SED dist: 26.828928179824562
            Training MAE T: 0.24640101194381714  Val MAE T: 0.28374817967414856
            Algebraic dist T: 42.500361371145374  Val algebraic dist T: 2846.2614035087718
            RE1 dist T: 0.17773210634744116        Val RE1 dist T: 6.6775973135964914
            SED dist T: 0.7137980188042057        Val SED dist T: 26.81297697368421

Epoch 41/70: Training Loss: 0.4190041294181925   Val Loss: 5.533163034539474
            Training MAE: 0.20744629204273224  Val MAE: 0.2875722646713257
            Algebraic dist: 58.722406731828194  Val algebraic dist: 2681.0450877192984
            RE1 dist: 0.18159518472948788        Val RE1 dist: 6.352054550438597
            SED dist: 0.7294421763147027        Val SED dist: 25.51546052631579
            Training MAE T: 0.2458219975233078  Val MAE T: 0.28405991196632385
            Algebraic dist T: 40.01799542263216  Val algebraic dist T: 2766.2278947368422
            RE1 dist T: 0.18396350675742532        Val RE1 dist T: 6.328600603070176
            SED dist T: 0.7390771269273128        Val SED dist T: 25.422686403508774

