###########################################################################################################################################################

RandomCrop__jump_5_6_7__learning rate vit: 2e-05, learning rate mlp: 2e-05, mlp_hidden_sizes: [512, 256], jump_frames: 6, use_reconstruction_layer: True
batch_size: 1, train_seqeunces: [0, 2], val_sequences: [1, 3, 4], RealEstate: True, batchnorm & dropout: False, 
average embeddings: True, model: openai/clip-vit-base-patch32, augmentation: False, 
predict pose: False, SVD coeff: 0, RE1 coeff: 0 SED coeff: 1, ALG_COEFF: 0, unforzen layers: 0, group conv: False
Dataset: 

###########################################################################################################################################################

RandomCrop__jump_5_6_7__learning rate vit: 2e-05, learning rate mlp: 2e-05, mlp_hidden_sizes: [512, 256], jump_frames: 6, use_reconstruction_layer: True
batch_size: 1, train_seqeunces: [0, 2], val_sequences: [1, 3, 4], RealEstate: True, batchnorm & dropout: False, 
average embeddings: True, model: openai/clip-vit-base-patch32, augmentation: False, 
predict pose: False, SVD coeff: 0, RE1 coeff: 0 SED coeff: 1, ALG_COEFF: 0, unforzen layers: 0, group conv: False
Dataset: 

algebraic_truth: 0.02373571393353076       RE1_truth: 0.07070895692558266        SED_truth: 0.28640238040658866
val_algebraic_truth: 0.006223893465784071   val_RE1_truth: 0.04448345530657202    val_SED_truth: 0.19887533792470868

Epoch 1/60: Training Loss: 26.036476231386025   Val Loss: 36.38193063839187
            Algebraic dist: 466.98585778482686  Val Algebraic dist: 15368.070686989176
            RE1 dist: 0.4420735548010838          Val RE1 dist: 5.764044206980341
            SED dist: 1.7739608459445766        Val SED dist: 23.11661282306163

Epoch 19/60: Training Loss: 1.772361895871883   Val Loss: 28.38112988734261
            Training MAE: 0.22088094055652618   Val MAE: 0.2859317660331726
            Algebraic dist: 426.9959467794519  Val Algebraic dist: 11894.59951402695
            RE1 dist: 0.41173833459996473          Val RE1 dist: 7.025956241716369
            SED dist: 1.6525235910102212        Val SED dist: 28.1897486608129

Epoch 20/60: Training Loss: 1.7562378155564367   Val Loss: 26.140694030262868
            Training MAE: 0.2195376306772232   Val MAE: 0.2865763008594513
            Algebraic dist: 417.3166358269451  Val Algebraic dist: 10851.372652971062
            RE1 dist: 0.40794803472497576          Val RE1 dist: 6.4671687755411975
            SED dist: 1.637249840294299        Val SED dist: 25.9474576154186

Epoch 21/60: Training Loss: 1.734421638194995   Val Loss: 24.810342804285398
            Training MAE: 0.21853424608707428   Val MAE: 0.2874671518802643
            Algebraic dist: 389.87465856022555  Val Algebraic dist: 11697.434945880274
            RE1 dist: 0.4025829213339281          Val RE1 dist: 6.1406888529931525
            SED dist: 1.6159299897017358        Val SED dist: 24.61845075381047

Epoch 22/60: Training Loss: 1.7470831337012072   Val Loss: 26.16206752540314
            Training MAE: 0.21814429759979248   Val MAE: 0.2888890504837036
            Algebraic dist: 383.6972420477575  Val Algebraic dist: 12948.303070466092
            RE1 dist: 0.4057999672327958          Val RE1 dist: 6.475818267478463
            SED dist: 1.6289119291897964        Val SED dist: 25.968301303291362

Epoch 23/60: Training Loss: 1.6719063215922108   Val Loss: 23.63363568588469
            Training MAE: 0.21727235615253448   Val MAE: 0.2910870611667633
            Algebraic dist: 368.78777865891266  Val Algebraic dist: 12887.120830572123
            RE1 dist: 0.3872155500346947          Val RE1 dist: 5.843750431439143
            SED dist: 1.5543930426138868        Val SED dist: 23.440604636072454

Epoch 24/60: Training Loss: 1.6283450427901136   Val Loss: 24.22111083499006
            Training MAE: 0.216599702835083   Val MAE: 0.28467118740081787
            Algebraic dist: 350.23894175698297  Val Algebraic dist: 9569.527722553568
            RE1 dist: 0.3764867430500485          Val RE1 dist: 5.986411824193727
            SED dist: 1.5111905853489294        Val SED dist: 24.031315578749723

Epoch 25/60: Training Loss: 1.6863665713939555   Val Loss: 23.459527556880936
            Training MAE: 0.21556222438812256   Val MAE: 0.2855917513370514
            Algebraic dist: 348.6957000616794  Val Algebraic dist: 10338.853103600619
            RE1 dist: 0.39109731928473873          Val RE1 dist: 5.80046069071681
            SED dist: 1.569839406280289        Val SED dist: 23.271677228296884

Epoch 26/60: Training Loss: 1.6423115472728875   Val Loss: 23.063673514468743
            Training MAE: 0.21515797078609467   Val MAE: 0.2858549952507019
            Algebraic dist: 336.16204070843247  Val Algebraic dist: 10400.320742213386
            RE1 dist: 0.37981096214424176          Val RE1 dist: 5.705125583305721
            SED dist: 1.5261862278614855        Val SED dist: 22.87428035950961

Epoch 27/60: Training Loss: 1.6143480771984315   Val Loss: 22.963683178705544
            Training MAE: 0.2144550383090973   Val MAE: 0.2856411933898926
            Algebraic dist: 323.626376773284  Val Algebraic dist: 8628.994035785288
            RE1 dist: 0.37335875717298883          Val RE1 dist: 5.675477085404241
            SED dist: 1.4988132214292007        Val SED dist: 22.771646164678597

Epoch 28/60: Training Loss: 1.5508466467309896   Val Loss: 22.914839090457257
            Training MAE: 0.21393658220767975   Val MAE: 0.28937453031539917
            Algebraic dist: 325.08388404264696  Val Algebraic dist: 10580.954274353877
            RE1 dist: 0.35758084929013567          Val RE1 dist: 5.666482010713497
            SED dist: 1.435554447253062        Val SED dist: 22.723535522973272

Epoch 29/60: Training Loss: 1.52841350284166   Val Loss: 24.330511721338635
            Training MAE: 0.2129436433315277   Val MAE: 0.2818589508533478
            Algebraic dist: 309.8067230593004  Val Algebraic dist: 9196.747514910538
            RE1 dist: 0.35211669427097103          Val RE1 dist: 6.017479756875415
            SED dist: 1.4136409492301083        Val SED dist: 24.144111028274796

Epoch 30/60: Training Loss: 1.5829099755485065   Val Loss: 21.301846904683014
            Training MAE: 0.2126787304878235   Val MAE: 0.2841799557209015
            Algebraic dist: 300.4749757687902  Val Algebraic dist: 9865.066489949193
            RE1 dist: 0.3654482481248348          Val RE1 dist: 5.265473133421692
            SED dist: 1.4682939438496785        Val SED dist: 21.114923307377953

Epoch 31/60: Training Loss: 1.5724217166710723   Val Loss: 25.310739728296884
            Training MAE: 0.21189053356647491   Val MAE: 0.2820720374584198
            Algebraic dist: 299.40640144506125  Val Algebraic dist: 10547.869229070024
            RE1 dist: 0.363124943208102          Val RE1 dist: 6.263942387342611
            SED dist: 1.458468085018504        Val SED dist: 25.12327769494146

Epoch 32/60: Training Loss: 1.4808287762137633   Val Loss: 23.743733777888227
            Training MAE: 0.21121370792388916   Val MAE: 0.2825967073440552
            Algebraic dist: 291.46435809322406  Val Algebraic dist: 9789.811354097636
            RE1 dist: 0.3404823146587805          Val RE1 dist: 5.872313428457035
            SED dist: 1.3672933394462068        Val SED dist: 23.55911233984979

Epoch 33/60: Training Loss: 1.4542959456780333   Val Loss: 23.413993469737132
            Training MAE: 0.21070657670497894   Val MAE: 0.2819077968597412
            Algebraic dist: 277.8821041501454  Val Algebraic dist: 9245.459686326485
            RE1 dist: 0.33393414428721696          Val RE1 dist: 5.7892497445880275
            SED dist: 1.341087750710415        Val SED dist: 23.22965160426331

Epoch 34/60: Training Loss: 1.427623544750639   Val Loss: 22.110448420587584
            Training MAE: 0.21023136377334595   Val MAE: 0.28056690096855164
            Algebraic dist: 276.55293417922286  Val Algebraic dist: 8668.862381267947
            RE1 dist: 0.3274287399357873          Val RE1 dist: 5.464180628037331
            SED dist: 1.3147080001541986        Val SED dist: 21.927190330240776

Epoch 35/60: Training Loss: 1.4370882587397569   Val Loss: 25.22516636293351
            Training MAE: 0.2093658447265625   Val MAE: 0.2784169018268585
            Algebraic dist: 272.34084500837076  Val Algebraic dist: 7191.419924895074
            RE1 dist: 0.3299226356672394          Val RE1 dist: 6.236839811823503
            SED dist: 1.3248248744382765        Val SED dist: 25.03915741661144

Epoch 36/60: Training Loss: 1.4612870283174728   Val Loss: 23.142034943119064
            Training MAE: 0.20919224619865417   Val MAE: 0.2821463942527771
            Algebraic dist: 277.80709754163365  Val Algebraic dist: 9384.817318312349
            RE1 dist: 0.3359458897121993          Val RE1 dist: 5.723794817898167
            SED dist: 1.3490484259351043        Val SED dist: 22.956241716368456

Epoch 37/60: Training Loss: 1.480740318530267   Val Loss: 22.375036240888004
            Training MAE: 0.20874831080436707   Val MAE: 0.2831428050994873
            Algebraic dist: 263.07875143184424  Val Algebraic dist: 8037.311243649216
            RE1 dist: 0.34069500461907437          Val RE1 dist: 5.529352099210294
            SED dist: 1.3687990991772403        Val SED dist: 22.187253216810248

rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
rank of estimated F not 2: tensor([0], device='cuda:0')
smallest_sv: nan
